"Malakasi","Madagascar, Malagasy "
"Malasija","Malaysia, Malay "
"Malawi","Malawi "
"ma li lon anpa mi.","The land is beneath me. "
"ma li lon noka mi.","Land is under my feet. "
"Mali","Mali "
"Malipe","Morocco "
"ma li pona lukin.","The countryside is good to look at. "
"mama","adjective: of the parent, parental, maternal, fatherly, motherly, mumsy "
"mama","a parent in general (mother or father) "
"mama (e )","verb transitive: to mother sb., to wet-nurse, mothering "
"mama meli","mother "
"mama meli o awen!","Mama, wait. "
"mama mije","father "
"mama mi li ' moli la mi pilin ike.","My parents die, I feel bad. "
"mama","mother, father, parent "
"mama","noun: parent, mother, father "
"mama ona li kepeken kasi nasa.","His mother used pot. "
"mama pi mama mi","my grandparent "
"ma mi li ' pimeja.","My land is dark. "
"ma mi li ' Tosi.","My homeland is Germany. "
"mani","adjective: financial, financially, monetary, pecuniary "
"mani","adverb: financially "
"mani","noun: money, material wealth, currency, dollar, capital "
"mani pi ma ante li ' pona, tawa mi.","I like currency of other nations. "
"ma","noun: land, earth, country, (outdoor) area "
"ma pi jan Keli","Keli's country "
"ma seme li ' pona, tawa sina?","Which countries do you like? "
"Masija","Hungary, Hungarian "
"ma sina","your country "
"Masu","Egypt "
"ma suli Amelika lete","North America "
"ma suli Amelika seli","South America "
"ma suli Amelika","the Americas "
"ma suli Antasika","Antarctica "
"ma suli Apika","Africa "
"ma suli Asija","Asia "
"ma suli Elopa","Europe "
"ma telo","mud, swamp "
"ma tomo Akajela","Cairo (Egypt) "
"ma tomo Alana","Atlanta (USA) "
"ma tomo Alawa","Ottawa (Canada) "
"ma tomo Alenta","Atlanta "
"ma tomo Alipasi","Halifax (Canada) "
"ma tomo Anpu","Hamburg (Germany) "
"ma tomo Ansetan","Amsterdam (Netherlands) "
"ma tomo Asina","Athens (Greece) "
"ma tomo","city, town "
"ma tomo Ele","Los Angeles (USA) "
"ma tomo Esupo","Espoo (Finland) "
"ma tomo Iwesun","Hilversum (Netherlands) "
"ma tomo Kakawi","Calgary (Canada) "
"ma tomo Kenpisi","Cambridge (USA, GB) "
"ma tomo Kunte","Bangkok (Thailand) "
"ma tomo Lantan li ' suli.","London is big. "
"ma tomo Lanten","London "
"ma tomo Lanten","London (England) "
"ma tomo lawa","capital "
"ma tomo Lesinki","Helsinki (Finland) "
"ma tomo Loma","Rome "
"ma tomo Loma","Rome (Italy) "
"ma tomo Manten","Moncton (Canada) "
"ma tomo Mesiko","Mexico City (Mexico) "
"ma tomo Milano","Milan (Italy) "
"ma tomo mi li ' Pelin.","My homecity is Berlin. "
"ma tomo Minsen","Munich (Germany) "
"ma tomo Monkela","Montreal (Canada) "
"ma tomo Napoli","Naples (Italy) "
"ma tomo Nujoka","New York City (USA) "
"ma tomo Osaka","Osaka (Japan) "
"ma tomo Paki","Paris (France) "
"ma tomo Pasen","Boston (USA) "
"ma tomo Pelin","Berlin "
"ma tomo Pelin","Berlin (Germany) "
"ma tomo Peminan","Birmingham (England) "
"ma tomo Pesin","Beijing, Peking (China) "
"ma tomo Pilense","Florence (Italy) "
"ma tomo Polan","Portland (USA) "
"ma tomo Putapesi","Budapest (Hungary) "
"ma tomo Sakata","Jakarta (Indonesia) "
"ma tomo Sanpansiko","San Francisco "
"ma tomo Sanpansiko","San Francisco (USA) "
"ma tomo Sawi","Sackville (Canada) "
"ma tomo Sene","Geneva (Switzerland) "
"ma tomo Sensan","St. John's (Canada) "
"ma tomo Sesija","Shediac (Canada) "
"ma tomo Sije","Dieppe (Canada) "
"ma tomo Solu","Seoul (South Korea) "
"ma tomo Tanpele","Tampere (Finland) "
"ma tomo Telawi","Tel Aviv (Israel) "
"ma tomo Tokijo","Tokyo (Japan) "
"ma tomo Towano","Toronto (Canada) "
"ma tomo","town "
"ma tomo Tuku","Turku (Finland) "
"ma tomo Wankuwa","Vancouver (Canada) "
"ma tomo Wenesija","Venice (Italy) "
"ma Tosi","Germany "
"meli","adjective: female, feminine, womanly "
"meli en mije","Gender "
"meli esun li pana e pan, tawa mi.","The salesgirl gives me the bread. "
"meli (insa)","person who identifies as female, e.g. male-to-female transsexual person "
"meli Italija","Italian woman "
"meli kala lili li tawa e ona, lon telo.","The mermaid floats in the water. "
"meli lili","daughter "
"meli li lon e jan lili ona.","The woman gave birth to her child. "
"meli li lon sewi mije","woman on top "
"meli li nasa e mije.","Women will drive men crazy. "
"meli Mawija","Maria "
"meli mije","masculine girl, butch, tomboy "
"meli mi li namako e moku.","My wife spices up the food. "
"meli mi nanpa wan li ' nasa.","My first girlfriend was crazy. "
"meli","noun: woman, female, girl, wife, girlfriend "
"meli olin ona li ' pona lukin.","His wife is pretty. "
"meli (olin)","wife, girlfriend "
"meli pi pana moku","waitress "
"meli sama","sister "
"meli unpa","female sexual partner "
"Mesiko","Mexico "
"Mewika","USA, American "
"mi anpa e jan utala.","I defeated the warrior. "
"mi awen sona e ni.","I remember this. "
"mi en meli mi li ' wan.","My girlfriend and I got married. "
"mi en sina li ' jan pona.","You and I are friends. "
"Mijama","Myanmar "
"mi ' jan Ken. / nimi mi li Ken.","My name is Ken. "
"mi ' jan li ' suli.","I am somebody and am important. "
"mi ' jan Pepe.","I am Pepe. "
"mi ' jan pi toki pona.","I am a Toki Ponan. "
"mi ' jan "Robert".","I'm Robert. "
"mije","adjective: male, masculine, manly "
"mije Epanja","Spanish man "
"mije (insa)","person who identifies as male, e.g. female-to-male transsexual person "
"mije lili","son "
"mije li lon sewi meli","missionary position "
"mije meli","feminine guy "
"mije","noun: man, male, husband, boyfriend "
"mije (olin)","husband, boyfriend "
"mije sama","brother "
"mije unpa","male sexual partner "
"mi jo e ilo.","I have a tool. "
"mi jo e kili.","I have a fruit. "
"mi jo e ni.","This is mine. "
"mi jo e tomo tawa sina. mi pana e ni tawa sina.","I have your car. I give it to you. "
"mi jo e tomo tawa tu.","I own two cars. "
"mi kalama e kalama musi, kepeken ilo.","I make music with an instrument. "
"mi kama e pakala.","I caused an accident. "
"mi kama jo e telo.","I got the water. "
"mi kama sona e ni.","I'm learning this. "
"mi kama, tan ma Mewika.","I come from America. "
"mi kama, tan ma suli Elopa.","I come from Europe. "
"mi kama, tan ma tomo Pelin.","I'm from Berlin. "
"mi kasi e kasi kule, lon poki.","I'll plant the flower in the pot. "
"mi ken ala ken pilin e monsi sina?","may I touch your butt? "
"mi ken ala kute e toki sina.","I can't hear your talking. "
"mi ken ala lape.","I can't sleep. "
"mi kepeken ilo.","I'm using tools. "
"mi kepeken poki li kepeken ilo moku.","I'm using a bowl and a spoon. "
"mi kepeken poki ni.","I'm using that cup. "
"mi kon e ilo suno.","I blow out the candle. "
"mi kule e lipu","I dye the dress. "
"mi kute e kalama musi.","I'm listening to music. "
"mi kute e toki sina.","I hear your talking. "
"mi lape ala.","I'm not sleeping. "
"mi lape la ali li ' pona.","When I'm asleep, everything is good. "
"mi lape. mi sona.","I sleep. I know. "
"mi lawa pona e jan.","I lead people well. "
"mile moku e telo","to be thirsty "
"mi lon ma kasi.","I'm in the forest. "
"mi lon mute tomo.","I'm often in the house. "
"mi lon, tan seme?","Why am I here? "
"mi lon tenpo ni.","I exist now. "
"mi lon tomo.","I'm in the house. "
"mi lon.","Yes, i do. "
"mi lukin ala e poki laso.","I don't see the blue bag. "
"mi lukin e ma, lon poka pi jan pona mi.","I look at the land with my friend. "
"mi lukin e ma, lon poka sina.","I look at the land with you. "
"mi lukin e ma. ni li ' pona, tawa mi.","I'm watching the countryside. This is good to me."
"mi lukin e mije anu meli.","I see a man or a women. "
"mi lukin e ni.","I am looking at that. "
"mi lukin e soweli luka.","I saw five mammals. "
"mi lukin e waso tu wan.","I saw three birds. "
"mi lukin, kepeken ilo suno.","I look using a flashlight. "
"mi lukin lili e ona.","I barely saw it. "
"mi lukin sewi e tomo suli.","I am looking up at the big building. "
"mi lukin taso e meli ni!","I only looked at that girl! "
"(mi meli.) mi olin e meli.","I am a lesbian "
"(mi mije.) mi olin e mije.","I am gay (male) "
"mi moku e kili e telo.","I eat/drink fruit and water. "
"mi moku e kili.","I eat fruit. "
"mi moku e moku li lukin e ma.","I eat the food and look at the landscape. "
"mi moku e pan namako.","I eat the spicy bread. "
"mi moku e telo, lon tenpo ni.","I drink now. "
"mi ' moku.","I am food. "
"mi moku.","I eat. "
"mi moku.","I'm eating. "
"mi moku, kepeken ilo moku.","I eat using a fork/spoon/ any type of eating utensil. "
"mi moku lili e kili lili.","I nibble (eat a little) the small fruit. "
"mi moku lili e moku soweli.","I eat little meat. "
"mi moku li pakala.","I eat and destroy. "
"mi moku, lon poka sina.","I'm eating beside [or with] you. "
"mi moku, lon tomo.","I eat in the house. "
"mi moku mute. sina moku lili.","I eat more than you. "
"mi moku, tan ni: mi wile moku.","I eat because I'm hungry. "
"mi musi ala.","I'm not having fun. / I'm bored. "
"mi musi taso.","I'm just joking. "
"mi mute li moku e telo nasa mute.","We drank a lot of vodka. "
"mi mute li pana e moku, tawa ona mute.","We gave them food. "
"mi mute lukin mute e ma.","I'm visibly increasing the size of the country. "
"mi mute o moku e kala!","Let's eat fish. "
"mi mute o ' musi!","Let's have fun. "
"mi mute o tawa!","Let's go. "
"mi mute","we, us "
"mi nanpa e mani mi, lon esun suli.","I count my money at a supermarket. "
"mi olin e sina.","I love you. "
"mi olin e sina","I love you "
"mi olin kin e sina.","I still love you. / I love you too."
"mi open sona e ni.","I begin to understand this. "
"mi pakala e pipi ike.","I hurt the ugly bug. "
"mi pali mute la mi pilin ike.","When I work a lot, I feel bad. "
"mi pali taso.","I just work. (All I ever do is work.) "
"mi pana e ko jaki.","I crapped. "
"mi pana e telo jelo.","I peed. "
"mi","personal pronoun: I, we "
"mi pilin e ijo.","I'm thinking (about) something. "
"mi pilin e meli ni.","I'm thinking about that woman. "
"mi pilin e ni: ona li jo ala e mani.","I think that he doesn't have money. "
"mi pilin e ni: sina ike.","I think this: You're bad. "
"mi pilin e seli sijelo sina.","I feel your bodily warmth. "
"mi pilin ike.","I feel bad. / I feel sad. "
"mi pilin lete.","I'm cold. "
"mi pilin lete mute.","I'm very cold. "
"mi pilin pona.","I feel good. / I feel happy. "
"mi pini sona e ni.","I forgot this. "
"mi ' pona ala ' pona, tawa sina?","Do you like me? "
"mi pona e ale mi la mi pona e mi.","When I improve all areas of my life, I am making myself good. "
"mi pona e ijo.","I'm fixing something. "
"mi pona e ilo suno, kepeken ilo lili.","I fixed the flashlight using a small tool. "
"mi pona e tomo, tawa jan pakala.","I fixed the house for the disabled man. "
"mi pona e tomo tawa, kepeken ilo ni.","I repair the car with this tool. "
"mi pona e tomo tawa. mi kepeken ilo ni.","I repair the car. I use this tool. "
"mi pona e tomo tawa. mi wile kepeken ilo ni.","I repair the car. I want to use this tool. "
"mi ' pona, tan ni: mi lon.","I'm okay because I'm alive. "
"mi ' pona. taso meli mi li ' pakala.","I'm okay. But my girlfriend is injured. "
"mi ' pona, tawa sina anu seme?","Do you like me? "
"mi","possessive pronoun: my, our "
"mi seme e jan telo nasa?","What Shall We Do With The Drunken Sailor? "
"mi sewi.","I get up. "
"mi sitelen e sitelen, lon lipu.","I draw the picture on paper. "
"mi sona ala e nimi pi ona mute.","I don't know their names. "
"mi sona e ni, lon kama.","I'll know this. "
"mi sona e ni, lon tenpo kama.","I'll know this. "
"mi sona e ni taso.","I know only that. (That's all I know.) "
"mi sona e tan.","I know the reason. / I know why. "
"mi sona kama e ni.","I know how to get there. "
"mi sona kama e ni.","I'm learning this. "
"mi ' suli.","I'm important. / I'm fat. "
"mi ' suli mute. sina ' suli lili.","I'm bigger than you. "
"mi taso li lon.","I'm alone. "
"mi tawa!","Bye! "
"mi tawa e kiwen, tawa sewi.","I'm moving the rock to the peak. "
"mi tawa e mi, tawa noka sina.","I bow before you. "
"mi tawa e mi, tawa tomo mi.","I'm moving myself to my house. "
"mi tawa","I'm going. Bye! "
"mi tawa kin e mi, tawa ma Elopa.","I went to Europe too. "
"mi tawa, lon poka sina.","I'll walk beside you. "
"mi tawa supa lape.","I'm going to bed. "
"mi tawa, tan sina.","I'll leave you. "
"mi tawa, tawa sina.","I'll visit you. "
"mi tawa, tawa tomo mi.","I'm going to my house. "
"mi tawa, tawa tomo pi telo nasa.","I went to the pub. "
"mi tawa, tawa tomo toki. ona li ' pona, tawa mi.","I go the chat room. It is good for me. "
"mi tawa weka e mi.","I'm moving away. "
"mi telo e mi.","I wash myself. "
"mi telo e mi, lon tomo telo.","I bathe myself in the restroom. "
"mi toki, tawa sina.","I talk to you. "
"mi utala ike.","I fight badly. "
"mi wawa ala.","I'm not strong. / I'm weak. "
"mi weka e ijo tu ni.","I got rid of those two things. "
"mi weka e ike jan la mi weka e ike mi.","When I forgive somebody's wrongdoings, I cleanse myself of negativity. "
"mi ' weka.","I was away. "
"mi wile ala e ijo. mi lukin taso.","I don't want anything. I'm just looking. "
"mi wile ala pali.","I'm lazy. "
"mi wile ala tawa musi.","I don't want to dance. "
"mi wile ala toki, tawa sina.","I don't want to talk to you. "
"mi wile e ilo moku.","I need a fork. "
"mi wile e ni: mi lon tomo.","I want this: I'm at home. "
"mi wile e sitelen ma.","I want the map. "
"mi wile e soweli lili.","I want a puppy. "
"mi wile e suwi!","I want a cookie! "
"mi wile e suwi sin!","I want another/more cookie(s)! "
"mi wile kama sona e toki Inli.","I want to learn English. "
"mi wile kin tawa, tawa tomo mi.","I still want to go to my house. "
"mi wile, lon tomo.","I want in a house. "
"mi wile lon tomo.","I want to be at home. / I want in a house. "
"mi wile lon tomo.","I want to be in the house. "
"mi wile lukin e ma ante.","I want to see other countries. "
"mi wile lukin e ma e suno.","I want to see the land and the sun. "
"mi wile lukin e ma.","I want to see the countryside. "
"mi wile lukin e tomo mi. taso mi lon ma ante.","I want to see my house. But I'm in a different country. "
"mi wile moku e kili loje.","I want to eat a red fruit. "
"mi wile moku e waso.","I want to eat chicken. "
"mi wile moku. taso mi jo ala e moku.","I want to eat. But I don't have food. "
"mi wile pakala e sina.","I must destroy you. "
"mi wile pana e ko jaki.","I need to crap. "
"mi wile pana e telo jelo.","I need to pee. "
"mi wile sin e telo pi lape ala.","I need more coffee. "
"mi wile tawa. taso mi ken ala.","I want to go, but I can't. "
"mi wile tawa, tawa ma suli Oselija.","I want to go to Australia. "
"mi wile tawa, tawa ma Tosi.","I want to go to Germany. "
"mi wile tawa tomo ona, kepeken tomo tawa mi.","I want to go to his house using my car. "
"mi wile toki meli.","I want to talk about girls. "
"mi wile unpa e ona.","I want to have sex with him/her. "
"mi wile unpa e sina","I want to have sex with you "
"mi wile unpa mute e sina.","I want to have a lot of sex with you. "
"moku","adjective: eating "
"moku","adverb: eating "
"moku e telo nasa","to drink alcohol "
"moku e telo","to drink "
"moku (e )","verb transitive: to eat, to drink, to swallow, to ingest, to consume "
"moku","food, meal, to eat, to drink "
"moku lili","pill "
"moku lili pi pilin pona mute","strong euphoric drug taken orally, e.g. MDMA "
"moku lili","snack, small ingestible item "
"moku li lon insa mi.","Food is inside me. "
"moku li pona, tawa ona.","He loves to eat. "
"moku li ' pona.","The food is good. "
"moku","noun: food, meal "
"moku pona!","Good food! Enjoy your meal! "
"moku suwi","sweets, candy, chololate, etc. "
"moku telo","liquid food, e.g. soup "
"moku walo","whiteish food, e.g. rice "
"moli","adjective: dead, dying, fatal, deadly, lethal, mortal, deathly, killing "
"moli","adverb: mortally "
"moli (e )","verb transitive: to kill "
"moli li ' ike, tawa jan ali.","Death is bad for all men. "
"moli","noun: death, decease "
"moli","verb intransitive: to die, to be dead "
"monsi","adjective: back, rear "
"monsi","a person's back "
"monsi","back, behind, butt "
"monsi","butt, ass "
"monsi","noun: back, rear end, butt, behind "
"monsuta","adjective (unofficial): fearful, afraid "
"monsuta","noun (unofficial): monster, monstrosity, fearful thing, fright, mythical creatures, fear "
"monsuta waso pi pan linja li pali e ali.","The Flying Spaghetti Monster has created the world. "
"Motowa","Moldova "
"mu","adjective: animal nois- "
"mu","adverb: animal nois- "
"mu (e )","verb transitive: to make animal noise "
"mu!","interjection: woof! meow! moo! etc. (cute animal noise) "
"Mulitanija","Mauritania "
"mu!","Meow. "
"mu!","Meow! Woof! Grrr! Moo! (sounds made by animals) "
"mu!","meow, woof, moo, etc. "
"mun","adjective: lunar "
"mu ni li ' ike a!","That barking is terrible! "
"mun li pimeja (ale)","it's new moon "
"mun li pimeja e suno","solar eclipse "
"mun li sike (ale)","it's full moon "
"mun","noun: moon, lunar, night sky object, star "
"mu","noun: animal noise "
"musi","adjective: artful, fun, recreational "
"musi","adverb: cheerfully "
"musi (e )","verb transitive: to amuse, to entertain "
"musi","noun: fun, playing, game, recreation, art, entertainment "
"musi pona!","Good fun! Have fun! "
"musi","verb intransitive: to play, to have fun "
"mute","adjective: many, very, much, several, a lot, abundant, numerous, more "
"mute","adjective numeral: 20 (official Toki Pona book) "
"mute","adverb: many, very, much, several, a lot, abundant, numerous, more "
"mute (e )","verb transitive: to make many or much "
"mute","noun: amount, quantity "
"mute wan","20 + 1 = 21 (Is rarely used.) "
"mu","verb intransitive: to communicate animally "
"namako","adjective: spicy, piquant "
"namako (e )","verb transitive: to spice, to flavor, to decorate "
"namako","noun: spice, something extra, food additive, accessory "
"Namipija","Namibia "
"nanpa","adjective numeral: To build ordinal numbers. "
"nanpa (e )","verb transitive: to count, to reckon, to number "
"nanpa","noun: number, numeral "
"nasa","adjective: silly, crazy, foolish, drunk, strange, stupid, weird "
"nasa","adverb: silly, crazy, foolish, drunk, strange, stupid, weird "
"nasa","crazy, foolish "
"nasa (e )","verb transitive: to drive crazy, to make weird "
"nasa lukin","funny-looking "
"nasa","noun: stupidity, foolishness, silliness, nonsense, idiocy, obtuseness, muddler "
"nasa pona!","Cheers! "
"Naselija","Nigeria "
"nasin","adjective: systematic, habitual, customary, doctrinal "
"nasin ale","The Way of Life "
"nasin ante li ' pona, tawa jan ante.","Different ways are good for different people. "
"nasin li jo e telo kiwen","the roads are icy "
"nasin mani li ' ike.","Capitalism is negative. "
"nasin","noun: way, manner, custom, road, path, doctrine, system, method "
"nasin pi anpa suno","West "
"nasin pi kama suno","East "
"nasin pi toki pona","the ideology behind Toki Pona "
"nasin pona Juju","Unitarian Universalism "
"nasin pona Lasapali","Rastafarianism "
"nasin pona Latapali","Rastafarianism "
"nasin pona li ' mute.","The good ways are many. There are many right ways of doing things. "
"nasin pona","Taoism "
"nasin pona","Taoism, simple or good path "
"nasin sewi Jawatu","Judaism "
"nasin sewi Kolisu","Christianity "
"nasin sewi ma","earth religion, e.g. Native American beliefs "
"nasin sewi Patapali","Pastafari "
"nasin sewi Puta","Buddhism "
"nasin sewi","religions "
"nasin sewi","religion, spiritual path "
"nasin sewi Silami","Islam "
"nasin tawa pi jan Nuton","Newton's Laws "
"nena","adjective: hilly, undulating, mountainous, hunchbacked, humpbacked, bumpy "
"nena kon","nose "
"nena kute","ear "
"nena (lawa)","nose "
"nena lili pi nena mama","nipples "
"nena lili (unpa) meli","clitoris "
"nena mama, nena meli","breasts "
"nena meli","breasts "
"nena","noun: bump, hill, extrusion, button, mountain, nose, protuberance "
"nena sike meli","female breasts "
"nena suli li pana e ko seli","a volcano is erupting "
"Netelan","Netherlands, Dutch "
"ni","adjective demonstrative pronoun: this, that "
"Nijon","Japan, Japanese "
"ni li ' ike, tawa mi","That is bad to me. / I don't like that. "
"ni li ' jan ala ' jan?","Is this a person? "
"ni li jan lili ona nanpa tu.","This is her second child. "
"ni li ' jan seme?","Who is that? "
"ni li ' kili ala ' kili?","Is this a banana? "
"ni li ' kule seme?","What color is that? "
"ni li lon kama.","It exists in the future. "
"ni li ' mije monsuta.","This is a fearful man. "
"ni li moku pi tenpo pini.","That's old food. "
"ni li ' # mute mute tu.","The answer is 42. "
"ni li pimeja ala pimeja e suno?","Does that darken the sun? "
"ni li pona tawa mi.","I like this."
"ni li ' pona, tawa mi.","That is good to me. / I like that. "
"ni li pona...","This is good. "
"ni li ' seli lili, tawa mi.","This feels warm. "
"ni li ' soweli anu seme?","Is this a mammal? "
"ni li suwi ala suwi?","Does it sweeten? "
"ni li tawa jan pona mi.","This is for my friend. "
"ni li tomo. mi pana e ni tawa sina.","This is a house. I give it to you. "
"ni li tomo pi jan seme?","Whose house is this? "
"ni li ' tomo pi telo nasa ala ' tomo pi telo nasa?","Is this a pub? "
"ni li ' wan anu seme?","Is this a part? "
"nimi (e )","verb transitive: to name "
"nimi","noun: word, name "
"nimi pi mi mute","our names "
"ni","noun demonstrative pronoun: this, that "
"Nise","Niger "
"noka","adjective: foot-, lower, bottom "
" noka","adverb: on foot "
"noka","foot, leg "
"noka","leg, foot "
"noka","noun: leg, foot; organ of locomotion; bottom, lower part "
"Nosiki","Norway, Norwegian Bokmål "
"Nusilan","New Zealand "
"o awen!","Wait! "
"o esun ala e ilo moli!","Don't trade in guns! "
"o,","interjection: adressing people "
"o!","interjection: hey! (calling somebody's attention) "
"o kalama ala!","Don't make noise! "
"oko","adjective: optical, eye- "
"oko","eye "
"oko mi li lukin pona","my eyes see well "
"oko","noun: eye "
"oko sina li pona lukin","you have beautiful eyes "
"olin","adjective: love "
"olin e jan mute","to be polyamorous "
"olin e meli e mije","to love women and men "
"olin e meli","to love women "
"olin e mije","to love men "
"olin (e )","verb transitive: to love (a person) "
"olin","noun: love "
"olin sina li ' pona, tawa mi.","Your love is good for me. "
"olin suli li ' awen.","Old love never rusts. "
"olin","to love (a person) "
"o lukin e ni!","Watch this! "
"o lukin e pipi loje ni!","Look at that red bug. "
"o moli e pipi, kepeken palisa.","Kill the roach with the stick. "
"ona anu jan ante li ' ike?","Is he bad, or is it the other person who's bad? "
"ona li anpa e moli.","She defeated death. "
"(ona) li ike","(she/he/it) is bad, I don't like (her/him/it) "
"ona li ' jan pi pona lukin ala ' jan pi pona lukin?","Is she an attractive person? "
"ona li ' jan pona pi kalama musi.","He is a good musician. "
"ona li jo e seme?","What does he have? "
"ona li kama, tawa ma mi.","He's coming to my country. "
"ona li kama, tawa tomo mi.","He came to my house. "
"ona li kasi ala kasi?","Is it growing? "
"ona li kule ala kule e len?","Does she dye the dress? "
"ona li kule e tomo tawa.","He's painting the car. "
"ona li lawa e jan, tawa ma pona.","He led people to the good land. "
"","ona li lawa utala e utala. "
"ona li lawa utala e utala.","He leads fightingly the battle. "
"ona li len lili e ona.","She was barely dressed. "
"ona li ' linja anu seme?","Is it a chain? "
"ona li ' loje anu seme?","Is it red? "
"ona li ' lon ala.","It has no existence. "
"ona li lon ala lon tomo?","Is he in the house? "
"ona li ' lon pi nasin sewi.","It's a sacred existence. "
"ona li lon sewi mi.","He is in my above, i.e. he is above me. "
"ona li lon tenpo ni li lon tomo ni.","He's here during this time and in this house. "
"ona li lukin, sama pipi.","He looks like a bug. "
"ona li mama ala mama e sina?","Does she mother you? "
"ona li ' mama ala ' mama ?","Is she a parent? "
"ona li ' mama anu seme?","Is she a mother (or what)? "
"ona li moku e kili.","She's eating fruit. "
"ona li ' moku.","It is food. "
"ona li moku, lon tenpo ni li moku, lon tenpo kama.","He eats now and he eats later. "
"ona li mute ike mute e jo.","She increases the property very badly. "
"ona li namako ala namako?","Did she season? "
"ona li nanpa e jan.","He counts people. "
"ona li pali e ni, kepeken nasin seme?","How did she make that? "
"ona li pali, lon tomo pali li moku, lon tomo moku.","He works in the office and eats in the canteen. "
"ona li pan ala pan?","Does he sow? "
"ona li pan e pan.","They're sowing the grain. "
"ona li pona e ilo, lon tomo ona.","He repairs the tools in his house. "
"ona li pona e ilo.","She's fixing the machine. "
"(ona) li pona","(he/she/it) is good, I like (him/her/it) "
"ona li pona ike mute e ilo.","He was very bad at fixing the machine. "
"ona li ' pona li ' lili.","It is good and is small. "
"ona li ' pona li unpa.","He's awesome and has sex. "
"ona li ' pona.","She's good. "
"ona li selo ala selo?","Is it protecting? "
"(ona) li seme?","what is (she/he) like? "
"ona li sike ala sike?","Is it rotating? "
"ona li sitelen ala sitelen?","Does he draw? "
"ona li tawa ala, tawa telo.","He didn't go to the lake. "
"ona li tawa, tawa sewi kiwen.","She's going up the rock. "
"ona li telo e ona.","He washes himself. "
"ona li telo e ona.","She washes herself. "
"ona li toki sitelen e ni.","She says this very figuratively. "
"ona li wile e ni: jan li pakala ala e ma e telo e kon.","They don't want people to destroy the environment. "
"ona li wile jo e ilo.","He would like to have a tool. "
"ona li wile moku e telo.","She is thirsty. "
"ona li wile mute e ni.","He wants that a lot. "
"ona li wile pakala e ilo.","He wants to destroy the tool. "
"ona mute li nasa e jan suli.","They drove the adults crazy. "
"ona mute li tawa, tawa utala.","They're going to the war. "
"ona mute li utala toki.","They are arguing. "
"ona mute","they, them "
"ona","personal pronoun: she, he, it, they "
"ona","possessive pronoun: her, his, its "
"Ontula","Honduras "
"o olin e jan poka.","Love thy neighbour. "
"o open e lupa!","Open the door. "
"o pali!","Work! "
"o pana e namako, tawa mi.","Give me some spice. "
"o pana e pona tawa ma.","Love the earth. Take care of our planet. "
"o pana e sike, tawa mi.","Give the ball to me. "
"o pana e sitelen ma, tawa mi.","Give me the map. "
"o pana e suwi, tawa mi!","Give me a lollipop! "
"open","adjective: initial, starting, opening "
"open","auxiliary verb: to begin, to start "
"open (e )","verb transitive: to open, to start, to begin, to turn on "
"open la ala li lon!","There was nothing in the beginning! "
"open la","noun: at the opening, in the beginning "
"open","noun: start, beginning, opening "
"o pilin e nena.","Touch the button. "
"o pilin e uta mi, kepeken uta sina!","Kiss me. "
"o ' pona!","Be good! "
"o pu!","Buy and read the official Toki Pona book! "
"Osalasi","Austria "
"Oselija","Australia "
"o !","separator: An 'o' is used for imperative (commands): 'o' replace 'li'. "
"o sona ala. o pali.","Stop thinking. Do stuff. "
"o sona e sina!","Know thyself! "
"o !","subject: An 'o' is used for imperative (commands). 'o' replace the subject. "
"o tawa!","Go! "
"o tawa musi, lon poka mi!","Dance with me! "
"o tawa, tawa ma tomo, lon poka jan pona sina!","Go to the city with your friend! "
"o tawa weka ala e sina!","Don't move away! "
"o tu.","Break up. Split apart. "
"o tu e palisa ni.","Split this stick. "
"o wan!","Unite! "
"o weka e jan lili, tan ni.","Remove the kid from here "
"o weka e len sina.","Remove your clothes. "
"pakala","adjective: destroyed, ruined, demolished, shattered, wrecked "
"pakala","adverb: destroyed, ruined, demolished, shattered, wrecked "
"pakala (e )","verb transitive: to screw up, to ruin, to break, to hurt, to injure, to damage "
"pakala!","F-ck! "
"pakala!","F-ck! D-mn! "
"pakala!","interjection: damn! fuck! "
"pakala moli li kama, tawa sina.","The deadly battle comes to you. "
"pakala","noun: blunder, accident, mistake, destruction, damage, breaking "
"pakala","verb intransitive: to screw up, to fall apart, to break "
"Pakisan","Pakistan "
"Palakawi","Paraguay "
"Palani","Bahrein "
"Palata","India "
"pali","adjective: active, work-related, operating, working "
"pali","adverb: actively, briskly "
"pali ala","not working "
"pali e ike tawa","to do bad things to, to show disrespect for "
"pali (e )","verb transitive: to do, to make, to build, to create "
"pali li pana e sona.","One learns by experience. "
"pali","noun: activity, work, deed, project "
"pali","occupations "
"pali pona li lawa, tawa lon.","Good work is most importand in live. / Order is the half of the live. "
"palisa","adjective: long "
"palisa (e )","verb transitive: to stretch, to beat, to poke, to stab, to sexually arouse "
"palisa lili noka","toes "
"palisa luka","finger "
"palisa mije li lawa e mije.","A man's penis control him. "
"palisa (mije)","penis "
"palisa mije","penis "
"palisa","noun: long hard thing; branch, rod, stick, pointy thing "
"palisa","penis-shaped thing, e.g. dildo "
"palisa sina li kiwen","your cock is hard "
"palisa tawa","vibrating dildo "
"palisa uta","tongue "
"pali","verb intransitive: to act, to work, to function "
"pali","Work "
"pana","adjective: generous "
"pana e ko jaki","to pooh, to shit "
"pana e kon (pi pilin) pona","to laugh "
"pana e moku tawa","to feed, nourish "
